"District","FIPS","Year","Variable","Measure Type","Value"
"Southington School District","900370550","2013-2014","Suspensions","Percent","3.1"
"Southington School District","900370550","2014-2015","Suspensions","Percent","3.7"
"Southington School District","900370550","2015-2016","Suspensions","Percent","3.2"
"Southington School District","900370550","2016-2017","Suspensions","Percent","1.0"
"South Windsor School District","900371390","2009-2010","Suspensions","Percent","4.5"
"South Windsor School District","900371390","2010-2011","Suspensions","Percent","5.4"
"South Windsor School District","900371390","2011-2012","Suspensions","Percent","3.7"
"South Windsor School District","900371390","2012-2013","Suspensions","Percent","3.4"
"South Windsor School District","900371390","2013-2014","Suspensions","Percent","3.5"
"South Windsor School District","900371390","2014-2015","Suspensions","Percent","3.1"
"South Windsor School District","900371390","2015-2016","Suspensions","Percent","3.0"
"South Windsor School District","900371390","2016-2017","Suspensions","Percent","4.1"
"Sprague School District","","2009-2010","Suspensions","Percent","4.2"
"Sprague School District","","2010-2011","Suspensions","Percent","5.8"
"Sprague School District","","2011-2012","Suspensions","Percent","6.7"
"Sprague School District","","2012-2013","Suspensions","Percent","7.9"
"Sprague School District","","2013-2014","Suspensions","Percent","7.8"
"Sprague School District","","2014-2015","Suspensions","Percent","8.4"
"Sprague School District","","2015-2016","Suspensions","Percent","8.9"
"Sprague School District","","2016-2017","Suspensions","Percent","7.5"
"Stafford School District","901372090","2009-2010","Suspensions","Percent","13.6"
"Stafford School District","901372090","2010-2011","Suspensions","Percent","10.8"
"Stafford School District","901372090","2011-2012","Suspensions","Percent","8.7"
"Stafford School District","901372090","2012-2013","Suspensions","Percent","7.0"
"Stafford School District","901372090","2013-2014","Suspensions","Percent","5.7"
"Stafford School District","901372090","2014-2015","Suspensions","Percent","6.4"
"Stafford School District","901372090","2015-2016","Suspensions","Percent","4.9"
"Stafford School District","901372090","2016-2017","Suspensions","Percent","3.6"
"Stamford Academy District","","2009-2010","Suspensions","Percent","-6666"
"Stamford Academy District","","2010-2011","Suspensions","Percent","21.2"
"Stamford Academy District","","2011-2012","Suspensions","Percent","-9999"
"Stamford Academy District","","2012-2013","Suspensions","Percent","23.7"
"Stamford Academy District","","2013-2014","Suspensions","Percent","42.7"
"Stamford Academy District","","2014-2015","Suspensions","Percent","30.4"
"Stamford Academy District","","2015-2016","Suspensions","Percent","21.6"
"Stamford Academy District","","2016-2017","Suspensions","Percent","12.4"
"Stamford Charter School for Excellence District","","2009-2010","Suspensions","Percent","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Suspensions","Percent","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Suspensions","Percent","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Suspensions","Percent","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Suspensions","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Suspensions","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Suspensions","Percent","-9999"
"Stamford Charter School for Excellence District","","2016-2017","Suspensions","Percent","-9999"
"Stamford School District","900173070","2009-2010","Suspensions","Percent","3.9"
"Stamford School District","900173070","2010-2011","Suspensions","Percent","4.1"
"Stamford School District","900173070","2011-2012","Suspensions","Percent","3.9"
"Stamford School District","900173070","2012-2013","Suspensions","Percent","2.9"
"Stamford School District","900173070","2013-2014","Suspensions","Percent","3.1"
"Stamford School District","900173070","2014-2015","Suspensions","Percent","2.8"
"Stamford School District","900173070","2015-2016","Suspensions","Percent","3.7"
"Stamford School District","900173070","2016-2017","Suspensions","Percent","4.0"
"Sterling School District","","2009-2010","Suspensions","Percent","5.8"
"Sterling School District","","2010-2011","Suspensions","Percent","6.3"
"Sterling School District","","2011-2012","Suspensions","Percent","7.2"
"Sterling School District","","2012-2013","Suspensions","Percent","-6666"
"Sterling School District","","2013-2014","Suspensions","Percent","7.1"
"Sterling School District","","2014-2015","Suspensions","Percent","5.3"
"Sterling School District","","2015-2016","Suspensions","Percent","3.1"
"Sterling School District","","2016-2017","Suspensions","Percent","3.6"
"Stonington School District","901173770","2009-2010","Suspensions","Percent","5.1"
"Stonington School District","901173770","2010-2011","Suspensions","Percent","6.1"
"Stonington School District","901173770","2011-2012","Suspensions","Percent","7.6"
"Stonington School District","901173770","2012-2013","Suspensions","Percent","6.4"
"Stonington School District","901173770","2013-2014","Suspensions","Percent","6.3"
"Stonington School District","901173770","2014-2015","Suspensions","Percent","4.8"
"Stonington School District","901173770","2015-2016","Suspensions","Percent","5.5"
"Stonington School District","901173770","2016-2017","Suspensions","Percent","5.3"
"Stratford School District","900174190","2009-2010","Suspensions","Percent","9.0"
"Stratford School District","900174190","2010-2011","Suspensions","Percent","8.5"
"Stratford School District","900174190","2011-2012","Suspensions","Percent","6.9"
"Stratford School District","900174190","2012-2013","Suspensions","Percent","8.0"
"Stratford School District","900174190","2013-2014","Suspensions","Percent","6.3"
"Stratford School District","900174190","2014-2015","Suspensions","Percent","6.9"
"Stratford School District","900174190","2015-2016","Suspensions","Percent","6.7"
"Stratford School District","900174190","2016-2017","Suspensions","Percent","6.8"
"Suffield School District","900374540","2009-2010","Suspensions","Percent","7.4"
"Suffield School District","900374540","2010-2011","Suspensions","Percent","5.8"
"Suffield School District","900374540","2011-2012","Suspensions","Percent","5.6"
"Suffield School District","900374540","2012-2013","Suspensions","Percent","3.7"
"Suffield School District","900374540","2013-2014","Suspensions","Percent","3.2"
"Suffield School District","900374540","2014-2015","Suspensions","Percent","2.2"
"Suffield School District","900374540","2015-2016","Suspensions","Percent","6.0"
"Suffield School District","900374540","2016-2017","Suspensions","Percent","4.6"
"The Bridge Academy District","","2009-2010","Suspensions","Percent","36.4"
"The Bridge Academy District","","2010-2011","Suspensions","Percent","25.0"
"The Bridge Academy District","","2011-2012","Suspensions","Percent","25.1"
"The Bridge Academy District","","2012-2013","Suspensions","Percent","24.0"
"The Bridge Academy District","","2013-2014","Suspensions","Percent","14.6"
"The Bridge Academy District","","2014-2015","Suspensions","Percent","18.5"
"The Bridge Academy District","","2015-2016","Suspensions","Percent","18.4"
"The Bridge Academy District","","2016-2017","Suspensions","Percent","19.3"
"The Gilbert School District","","2009-2010","Suspensions","Percent","15.8"
"The Gilbert School District","","2010-2011","Suspensions","Percent","15.2"
"The Gilbert School District","","2011-2012","Suspensions","Percent","20.0"
"The Gilbert School District","","2012-2013","Suspensions","Percent","24.3"
"The Gilbert School District","","2013-2014","Suspensions","Percent","27.2"
"The Gilbert School District","","2014-2015","Suspensions","Percent","30.5"
"The Gilbert School District","","2015-2016","Suspensions","Percent","16.8"
"The Gilbert School District","","2016-2017","Suspensions","Percent","16.1"
"Thomaston School District","900575730","2009-2010","Suspensions","Percent","8.2"
"Thomaston School District","900575730","2010-2011","Suspensions","Percent","7.7"
"Thomaston School District","900575730","2011-2012","Suspensions","Percent","6.9"
"Thomaston School District","900575730","2012-2013","Suspensions","Percent","5.0"
"Thomaston School District","900575730","2013-2014","Suspensions","Percent","5.6"
"Thomaston School District","900575730","2014-2015","Suspensions","Percent","5.8"
"Thomaston School District","900575730","2015-2016","Suspensions","Percent","7.2"
"Thomaston School District","900575730","2016-2017","Suspensions","Percent","9.8"
"Thompson School District","901575870","2009-2010","Suspensions","Percent","5.7"
"Thompson School District","901575870","2010-2011","Suspensions","Percent","6.7"
"Thompson School District","901575870","2011-2012","Suspensions","Percent","8.0"
"Thompson School District","901575870","2012-2013","Suspensions","Percent","6.7"
"Thompson School District","901575870","2013-2014","Suspensions","Percent","6.3"
"Thompson School District","901575870","2014-2015","Suspensions","Percent","4.5"
"Thompson School District","901575870","2015-2016","Suspensions","Percent","7.7"
"Thompson School District","901575870","2016-2017","Suspensions","Percent","8.2"
"Tolland School District","901376290","2009-2010","Suspensions","Percent","4.0"
"Tolland School District","901376290","2010-2011","Suspensions","Percent","4.5"
"Tolland School District","901376290","2011-2012","Suspensions","Percent","3.3"
"Tolland School District","901376290","2012-2013","Suspensions","Percent","3.9"
"Tolland School District","901376290","2013-2014","Suspensions","Percent","3.0"
"Tolland School District","901376290","2014-2015","Suspensions","Percent","2.2"
"Tolland School District","901376290","2015-2016","Suspensions","Percent","3.8"
"Tolland School District","901376290","2016-2017","Suspensions","Percent","3.6"
"Torrington School District","900576570","2009-2010","Suspensions","Percent","8.0"
"Torrington School District","900576570","2010-2011","Suspensions","Percent","9.7"
"Torrington School District","900576570","2011-2012","Suspensions","Percent","10.8"
"Torrington School District","900576570","2012-2013","Suspensions","Percent","9.4"
"Torrington School District","900576570","2013-2014","Suspensions","Percent","8.9"
"Torrington School District","900576570","2014-2015","Suspensions","Percent","7.8"
"Torrington School District","900576570","2015-2016","Suspensions","Percent","8.1"
"Torrington School District","900576570","2016-2017","Suspensions","Percent","6.7"
"Trailblazers Academy District","","2009-2010","Suspensions","Percent","-9999"
"Trailblazers Academy District","","2010-2011","Suspensions","Percent","3.6"
"Trailblazers Academy District","","2011-2012","Suspensions","Percent","-9999"
"Trailblazers Academy District","","2012-2013","Suspensions","Percent","4.1"
"Trailblazers Academy District","","2013-2014","Suspensions","Percent","11.3"
"Trailblazers Academy District","","2014-2015","Suspensions","Percent","13.9"
"Trailblazers Academy District","","2015-2016","Suspensions","Percent","30.2"
"Trailblazers Academy District","","2016-2017","Suspensions","Percent","38.8"
"Trumbull School District","900177200","2009-2010","Suspensions","Percent","2.1"
"Trumbull School District","900177200","2010-2011","Suspensions","Percent","1.8"
"Trumbull School District","900177200","2011-2012","Suspensions","Percent","1.7"
"Trumbull School District","900177200","2012-2013","Suspensions","Percent","1.7"
"Trumbull School District","900177200","2013-2014","Suspensions","Percent","1.5"
"Trumbull School District","900177200","2014-2015","Suspensions","Percent","1.4"
"Trumbull School District","900177200","2015-2016","Suspensions","Percent","1.2"
"Trumbull School District","900177200","2016-2017","Suspensions","Percent","1.4"
"Unified School District #1","","2009-2010","Suspensions","Percent","-6666"
"Unified School District #1","","2010-2011","Suspensions","Percent","-6666"
"Unified School District #1","","2011-2012","Suspensions","Percent","-6666"
"Unified School District #1","","2012-2013","Suspensions","Percent","-6666"
"Unified School District #1","","2013-2014","Suspensions","Percent","-6666"
"Unified School District #1","","2014-2015","Suspensions","Percent","-6666"
"Unified School District #1","","2015-2016","Suspensions","Percent","-6666"
"Unified School District #1","","2016-2017","Suspensions","Percent","-6666"
"Unified School District #2","","2009-2010","Suspensions","Percent","22.8"
"Unified School District #2","","2010-2011","Suspensions","Percent","23.8"
"Unified School District #2","","2011-2012","Suspensions","Percent","25.1"
"Unified School District #2","","2012-2013","Suspensions","Percent","27.3"
"Unified School District #2","","2013-2014","Suspensions","Percent","28.6"
"Unified School District #2","","2014-2015","Suspensions","Percent","31.6"
"Unified School District #2","","2015-2016","Suspensions","Percent","37.0"
"Unified School District #2","","2016-2017","Suspensions","Percent","35.3"
"Union School District","","2009-2010","Suspensions","Percent","-6666"
"Union School District","","2010-2011","Suspensions","Percent","-9999"
"Union School District","","2011-2012","Suspensions","Percent","-6666"
"Union School District","","2012-2013","Suspensions","Percent","-6666"
"Union School District","","2013-2014","Suspensions","Percent","-6666"
"Union School District","","2014-2015","Suspensions","Percent","-6666"
"Union School District","","2015-2016","Suspensions","Percent","-9999"
"Union School District","","2016-2017","Suspensions","Percent","-6666"
"Vernon School District","901378250","2009-2010","Suspensions","Percent","10.2"
"Vernon School District","901378250","2010-2011","Suspensions","Percent","9.1"
"Vernon School District","901378250","2011-2012","Suspensions","Percent","9.1"
"Vernon School District","901378250","2012-2013","Suspensions","Percent","8.7"
"Vernon School District","901378250","2013-2014","Suspensions","Percent","8.7"
"Vernon School District","901378250","2014-2015","Suspensions","Percent","9.5"
"Vernon School District","901378250","2015-2016","Suspensions","Percent","9.5"
"Vernon School District","901378250","2016-2017","Suspensions","Percent","9.7"
"Voluntown School District","","2009-2010","Suspensions","Percent","4.4"
"Voluntown School District","","2010-2011","Suspensions","Percent","-9999"
"Voluntown School District","","2011-2012","Suspensions","Percent","3.4"
"Voluntown School District","","2012-2013","Suspensions","Percent","-9999"
"Voluntown School District","","2013-2014","Suspensions","Percent","-9999"
"Voluntown School District","","2014-2015","Suspensions","Percent","2.5"
"Voluntown School District","","2015-2016","Suspensions","Percent","-9999"
"Voluntown School District","","2016-2017","Suspensions","Percent","-9999"
"Wallingford School District","900978740","2009-2010","Suspensions","Percent","7.3"
"Wallingford School District","900978740","2010-2011","Suspensions","Percent","6.9"
"Wallingford School District","900978740","2011-2012","Suspensions","Percent","6.3"
"Wallingford School District","900978740","2012-2013","Suspensions","Percent","6.1"
"Wallingford School District","900978740","2013-2014","Suspensions","Percent","5.4"
"Wallingford School District","900978740","2014-2015","Suspensions","Percent","5.0"
"Wallingford School District","900978740","2015-2016","Suspensions","Percent","3.9"
"Wallingford School District","900978740","2016-2017","Suspensions","Percent","4.0"
"Waterbury School District","900980070","2009-2010","Suspensions","Percent","23.3"
"Waterbury School District","900980070","2010-2011","Suspensions","Percent","22.1"
"Waterbury School District","900980070","2011-2012","Suspensions","Percent","21.3"
"Waterbury School District","900980070","2012-2013","Suspensions","Percent","19.7"
"Waterbury School District","900980070","2013-2014","Suspensions","Percent","19.5"
"Waterbury School District","900980070","2014-2015","Suspensions","Percent","19.0"
"Waterbury School District","900980070","2015-2016","Suspensions","Percent","18.6"
"Waterbury School District","900980070","2016-2017","Suspensions","Percent","17.6"
"Waterford School District","901180280","2009-2010","Suspensions","Percent","7.7"
"Waterford School District","901180280","2010-2011","Suspensions","Percent","7.8"
"Waterford School District","901180280","2011-2012","Suspensions","Percent","6.3"
"Waterford School District","901180280","2012-2013","Suspensions","Percent","5.2"
"Waterford School District","901180280","2013-2014","Suspensions","Percent","5.9"
"Waterford School District","901180280","2014-2015","Suspensions","Percent","6.3"
"Waterford School District","901180280","2015-2016","Suspensions","Percent","5.5"
"Waterford School District","901180280","2016-2017","Suspensions","Percent","4.8"
"Watertown School District","900580490","2009-2010","Suspensions","Percent","7.4"
"Watertown School District","900580490","2010-2011","Suspensions","Percent","8.7"
"Watertown School District","900580490","2011-2012","Suspensions","Percent","8.3"
"Watertown School District","900580490","2012-2013","Suspensions","Percent","8.0"
"Watertown School District","900580490","2013-2014","Suspensions","Percent","8.3"
"Watertown School District","900580490","2014-2015","Suspensions","Percent","5.7"
"Watertown School District","900580490","2015-2016","Suspensions","Percent","6.4"
"Watertown School District","900580490","2016-2017","Suspensions","Percent","6.1"
"Westbrook School District","900781680","2009-2010","Suspensions","Percent","6.8"
"Westbrook School District","900781680","2010-2011","Suspensions","Percent","7.3"
"Westbrook School District","900781680","2011-2012","Suspensions","Percent","8.4"
"Westbrook School District","900781680","2012-2013","Suspensions","Percent","5.3"
"Westbrook School District","900781680","2013-2014","Suspensions","Percent","2.3"
"Westbrook School District","900781680","2014-2015","Suspensions","Percent","-9999"
"Westbrook School District","900781680","2015-2016","Suspensions","Percent","0.9"
"Westbrook School District","900781680","2016-2017","Suspensions","Percent","2.5"
"Western Connecticut Regional Educational Services","","2009-2010","Suspensions","Percent","5.5"
"Western Connecticut Regional Educational Services","","2010-2011","Suspensions","Percent","-9999"
"Western Connecticut Regional Educational Services","","2011-2012","Suspensions","Percent","-6666"
"Western Connecticut Regional Educational Services","","2012-2013","Suspensions","Percent","5.8"
"Western Connecticut Regional Educational Services","","2013-2014","Suspensions","Percent","16.7"
"Western Connecticut Regional Educational Services","","2014-2015","Suspensions","Percent","7.6"
"Western Connecticut Regional Educational Services","","2015-2016","Suspensions","Percent","7.7"
"Western Connecticut Regional Educational Services","","2016-2017","Suspensions","Percent","-9999"
"West Hartford School District","900382590","2009-2010","Suspensions","Percent","5.7"
"West Hartford School District","900382590","2010-2011","Suspensions","Percent","4.8"
"West Hartford School District","900382590","2011-2012","Suspensions","Percent","4.4"
"West Hartford School District","900382590","2012-2013","Suspensions","Percent","3.1"
"West Hartford School District","900382590","2013-2014","Suspensions","Percent","3.8"
"West Hartford School District","900382590","2014-2015","Suspensions","Percent","3.8"
"West Hartford School District","900382590","2015-2016","Suspensions","Percent","4.3"
"West Hartford School District","900382590","2016-2017","Suspensions","Percent","4.1"
"West Haven School District","900982870","2009-2010","Suspensions","Percent","12.8"
"West Haven School District","900982870","2010-2011","Suspensions","Percent","11.4"
"West Haven School District","900982870","2011-2012","Suspensions","Percent","11.8"
"West Haven School District","900982870","2012-2013","Suspensions","Percent","10.0"
"West Haven School District","900982870","2013-2014","Suspensions","Percent","8.0"
"West Haven School District","900982870","2014-2015","Suspensions","Percent","6.8"
"West Haven School District","900982870","2015-2016","Suspensions","Percent","7.1"
"West Haven School District","900982870","2016-2017","Suspensions","Percent","5.9"
"Weston School District","900183430","2009-2010","Suspensions","Percent","1.7"
"Weston School District","900183430","2010-2011","Suspensions","Percent","0.9"
"Weston School District","900183430","2011-2012","Suspensions","Percent","1.4"
"Weston School District","900183430","2012-2013","Suspensions","Percent","2.1"
"Weston School District","900183430","2013-2014","Suspensions","Percent","1.6"
"Weston School District","900183430","2014-2015","Suspensions","Percent","1.0"
"Weston School District","900183430","2015-2016","Suspensions","Percent","2.1"
"Weston School District","900183430","2016-2017","Suspensions","Percent","2.1"
"Westport School District","900183500","2009-2010","Suspensions","Percent","2.2"
"Westport School District","900183500","2010-2011","Suspensions","Percent","1.9"
"Westport School District","900183500","2011-2012","Suspensions","Percent","1.5"
"Westport School District","900183500","2012-2013","Suspensions","Percent","0.7"
"Westport School District","900183500","2013-2014","Suspensions","Percent","1.5"
"Westport School District","900183500","2014-2015","Suspensions","Percent","1.8"
"Westport School District","900183500","2015-2016","Suspensions","Percent","1.3"
"Westport School District","900183500","2016-2017","Suspensions","Percent","1.6"
"Wethersfield School District","900384900","2009-2010","Suspensions","Percent","3.7"
"Wethersfield School District","900384900","2010-2011","Suspensions","Percent","3.6"
"Wethersfield School District","900384900","2011-2012","Suspensions","Percent","3.7"
"Wethersfield School District","900384900","2012-2013","Suspensions","Percent","3.6"
"Wethersfield School District","900384900","2013-2014","Suspensions","Percent","3.2"
"Wethersfield School District","900384900","2014-2015","Suspensions","Percent","3.4"
"Wethersfield School District","900384900","2015-2016","Suspensions","Percent","4.4"
"Wethersfield School District","900384900","2016-2017","Suspensions","Percent","3.6"
"Willington School District","","2009-2010","Suspensions","Percent","4.6"
"Willington School District","","2010-2011","Suspensions","Percent","4.4"
"Willington School District","","2011-2012","Suspensions","Percent","3.4"
"Willington School District","","2012-2013","Suspensions","Percent","2.9"
"Willington School District","","2013-2014","Suspensions","Percent","3.9"
"Willington School District","","2014-2015","Suspensions","Percent","3.0"
"Willington School District","","2015-2016","Suspensions","Percent","1.8"
"Willington School District","","2016-2017","Suspensions","Percent","5.4"
"Wilton School District","900186370","2009-2010","Suspensions","Percent","1.2"
"Wilton School District","900186370","2010-2011","Suspensions","Percent","1.8"
"Wilton School District","900186370","2011-2012","Suspensions","Percent","1.2"
"Wilton School District","900186370","2012-2013","Suspensions","Percent","1.0"
"Wilton School District","900186370","2013-2014","Suspensions","Percent","0.9"
"Wilton School District","900186370","2014-2015","Suspensions","Percent","1.6"
"Wilton School District","900186370","2015-2016","Suspensions","Percent","1.0"
"Wilton School District","900186370","2016-2017","Suspensions","Percent","1.0"
"Winchester School District","900586440","2009-2010","Suspensions","Percent","4.2"
"Winchester School District","900586440","2010-2011","Suspensions","Percent","4.0"
"Winchester School District","900586440","2011-2012","Suspensions","Percent","3.6"
"Winchester School District","900586440","2012-2013","Suspensions","Percent","5.6"
"Winchester School District","900586440","2013-2014","Suspensions","Percent","2.4"
"Winchester School District","900586440","2014-2015","Suspensions","Percent","3.0"
"Winchester School District","900586440","2015-2016","Suspensions","Percent","1.9"
"Winchester School District","900586440","2016-2017","Suspensions","Percent","5.2"
"Windham School District","901586790","2009-2010","Suspensions","Percent","16.6"
"Windham School District","901586790","2010-2011","Suspensions","Percent","17.1"
"Windham School District","901586790","2011-2012","Suspensions","Percent","18.3"
"Windham School District","901586790","2012-2013","Suspensions","Percent","16.4"
"Windham School District","901586790","2013-2014","Suspensions","Percent","17.4"
"Windham School District","901586790","2014-2015","Suspensions","Percent","14.2"
"Windham School District","901586790","2015-2016","Suspensions","Percent","13.8"
"Windham School District","901586790","2016-2017","Suspensions","Percent","11.8"
"Windsor Locks School District","900387070","2009-2010","Suspensions","Percent","9.6"
"Windsor Locks School District","900387070","2010-2011","Suspensions","Percent","7.4"
"Windsor Locks School District","900387070","2011-2012","Suspensions","Percent","8.8"
"Windsor Locks School District","900387070","2012-2013","Suspensions","Percent","8.2"
"Windsor Locks School District","900387070","2013-2014","Suspensions","Percent","7.0"
"Windsor Locks School District","900387070","2014-2015","Suspensions","Percent","7.6"
"Windsor Locks School District","900387070","2015-2016","Suspensions","Percent","8.7"
"Windsor Locks School District","900387070","2016-2017","Suspensions","Percent","5.5"
"Windsor School District","900387000","2009-2010","Suspensions","Percent","13.1"
"Windsor School District","900387000","2010-2011","Suspensions","Percent","14.7"
"Windsor School District","900387000","2011-2012","Suspensions","Percent","13.6"
"Windsor School District","900387000","2012-2013","Suspensions","Percent","12.4"
"Windsor School District","900387000","2013-2014","Suspensions","Percent","11.6"
"Windsor School District","900387000","2014-2015","Suspensions","Percent","11.2"
"Windsor School District","900387000","2015-2016","Suspensions","Percent","12.8"
"Windsor School District","900387000","2016-2017","Suspensions","Percent","10.9"
"Wolcott School District","900987560","2009-2010","Suspensions","Percent","5.2"
"Wolcott School District","900987560","2010-2011","Suspensions","Percent","5.3"
"Wolcott School District","900987560","2011-2012","Suspensions","Percent","5.8"
"Wolcott School District","900987560","2012-2013","Suspensions","Percent","4.4"
"Wolcott School District","900987560","2013-2014","Suspensions","Percent","5.1"
"Wolcott School District","900987560","2014-2015","Suspensions","Percent","4.4"
"Wolcott School District","900987560","2015-2016","Suspensions","Percent","4.6"
"Wolcott School District","900987560","2016-2017","Suspensions","Percent","3.7"
"Woodbridge School District","","2009-2010","Suspensions","Percent","-9999"
"Woodbridge School District","","2010-2011","Suspensions","Percent","-9999"
"Woodbridge School District","","2011-2012","Suspensions","Percent","-9999"
"Woodbridge School District","","2012-2013","Suspensions","Percent","-9999"
"Woodbridge School District","","2013-2014","Suspensions","Percent","-9999"
"Woodbridge School District","","2014-2015","Suspensions","Percent","-9999"
"Woodbridge School District","","2015-2016","Suspensions","Percent","-9999"
"Woodbridge School District","","2016-2017","Suspensions","Percent","-9999"
"Woodstock Academy District","","2009-2010","Suspensions","Percent","7.3"
"Woodstock Academy District","","2010-2011","Suspensions","Percent","6.2"
"Woodstock Academy District","","2011-2012","Suspensions","Percent","8.6"
"Woodstock Academy District","","2012-2013","Suspensions","Percent","5.7"
"Woodstock Academy District","","2013-2014","Suspensions","Percent","5.0"
"Woodstock Academy District","","2014-2015","Suspensions","Percent","6.4"
"Woodstock Academy District","","2015-2016","Suspensions","Percent","5.6"
"Woodstock Academy District","","2016-2017","Suspensions","Percent","5.1"
"Woodstock School District","","2009-2010","Suspensions","Percent","2.3"
"Woodstock School District","","2010-2011","Suspensions","Percent","1.3"
"Woodstock School District","","2011-2012","Suspensions","Percent","1.8"
"Woodstock School District","","2012-2013","Suspensions","Percent","2.1"
"Woodstock School District","","2013-2014","Suspensions","Percent","1.6"
"Woodstock School District","","2014-2015","Suspensions","Percent","1.3"
"Woodstock School District","","2015-2016","Suspensions","Percent","1.7"
"Woodstock School District","","2016-2017","Suspensions","Percent","2.5"
