"District","FIPS","Year","Variable","Measure Type","Value"
"East Hartford School District","900322630","2015-2016","Suspensions","Percent","12.5"
"East Hartford School District","900322630","2016-2017","Suspensions","Percent","11.7"
"East Haven School District","900922910","2009-2010","Suspensions","Percent","11.1"
"East Haven School District","900922910","2010-2011","Suspensions","Percent","11.9"
"East Haven School District","900922910","2011-2012","Suspensions","Percent","11.3"
"East Haven School District","900922910","2012-2013","Suspensions","Percent","8.5"
"East Haven School District","900922910","2013-2014","Suspensions","Percent","7.3"
"East Haven School District","900922910","2014-2015","Suspensions","Percent","6.1"
"East Haven School District","900922910","2015-2016","Suspensions","Percent","8.0"
"East Haven School District","900922910","2016-2017","Suspensions","Percent","9.1"
"East Lyme School District","901123400","2009-2010","Suspensions","Percent","3.4"
"East Lyme School District","901123400","2010-2011","Suspensions","Percent","3.3"
"East Lyme School District","901123400","2011-2012","Suspensions","Percent","3.7"
"East Lyme School District","901123400","2012-2013","Suspensions","Percent","3.0"
"East Lyme School District","901123400","2013-2014","Suspensions","Percent","2.8"
"East Lyme School District","901123400","2014-2015","Suspensions","Percent","3.4"
"East Lyme School District","901123400","2015-2016","Suspensions","Percent","3.1"
"East Lyme School District","901123400","2016-2017","Suspensions","Percent","2.2"
"Easton School District","","2009-2010","Suspensions","Percent","1.1"
"Easton School District","","2010-2011","Suspensions","Percent","1.1"
"Easton School District","","2011-2012","Suspensions","Percent","1.2"
"Easton School District","","2012-2013","Suspensions","Percent","-9999"
"Easton School District","","2013-2014","Suspensions","Percent","2.2"
"Easton School District","","2014-2015","Suspensions","Percent","1.0"
"Easton School District","","2015-2016","Suspensions","Percent","1.3"
"Easton School District","","2016-2017","Suspensions","Percent","1.1"
"East Windsor School District","900324800","2009-2010","Suspensions","Percent","11.7"
"East Windsor School District","900324800","2010-2011","Suspensions","Percent","12.8"
"East Windsor School District","900324800","2011-2012","Suspensions","Percent","12.7"
"East Windsor School District","900324800","2012-2013","Suspensions","Percent","10.9"
"East Windsor School District","900324800","2013-2014","Suspensions","Percent","11.0"
"East Windsor School District","900324800","2014-2015","Suspensions","Percent","8.2"
"East Windsor School District","900324800","2015-2016","Suspensions","Percent","7.6"
"East Windsor School District","900324800","2016-2017","Suspensions","Percent","9.2"
"Ellington School District","901325360","2009-2010","Suspensions","Percent","5.3"
"Ellington School District","901325360","2010-2011","Suspensions","Percent","5.8"
"Ellington School District","901325360","2011-2012","Suspensions","Percent","5.5"
"Ellington School District","901325360","2012-2013","Suspensions","Percent","4.6"
"Ellington School District","901325360","2013-2014","Suspensions","Percent","4.5"
"Ellington School District","901325360","2014-2015","Suspensions","Percent","4.2"
"Ellington School District","901325360","2015-2016","Suspensions","Percent","5.2"
"Ellington School District","901325360","2016-2017","Suspensions","Percent","6.2"
"Elm City College Preparatory School District","","2009-2010","Suspensions","Percent","17.6"
"Elm City College Preparatory School District","","2010-2011","Suspensions","Percent","24.0"
"Elm City College Preparatory School District","","2011-2012","Suspensions","Percent","29.2"
"Elm City College Preparatory School District","","2012-2013","Suspensions","Percent","26.9"
"Elm City College Preparatory School District","","2013-2014","Suspensions","Percent","28.2"
"Elm City College Preparatory School District","","2014-2015","Suspensions","Percent","14.8"
"Elm City College Preparatory School District","","2015-2016","Suspensions","Percent","18.3"
"Elm City College Preparatory School District","","2016-2017","Suspensions","Percent","16.4"
"Elm City Montessori School District","","2009-2010","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2010-2011","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2011-2012","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2012-2013","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2013-2014","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2014-2015","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2015-2016","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2016-2017","Suspensions","Percent","4.7"
"Enfield School District","900325990","2009-2010","Suspensions","Percent","7.6"
"Enfield School District","900325990","2010-2011","Suspensions","Percent","8.8"
"Enfield School District","900325990","2011-2012","Suspensions","Percent","9.6"
"Enfield School District","900325990","2012-2013","Suspensions","Percent","9.7"
"Enfield School District","900325990","2013-2014","Suspensions","Percent","8.6"
"Enfield School District","900325990","2014-2015","Suspensions","Percent","8.1"
"Enfield School District","900325990","2015-2016","Suspensions","Percent","8.0"
"Enfield School District","900325990","2016-2017","Suspensions","Percent","7.6"
"Essex School District","","2009-2010","Suspensions","Percent","-9999"
"Essex School District","","2010-2011","Suspensions","Percent","-9999"
"Essex School District","","2011-2012","Suspensions","Percent","-6666"
"Essex School District","","2012-2013","Suspensions","Percent","1.3"
"Essex School District","","2013-2014","Suspensions","Percent","1.2"
"Essex School District","","2014-2015","Suspensions","Percent","-9999"
"Essex School District","","2015-2016","Suspensions","Percent","-6666"
"Essex School District","","2016-2017","Suspensions","Percent","-9999"
"Explorations District","","2009-2010","Suspensions","Percent","13.0"
"Explorations District","","2010-2011","Suspensions","Percent","41.3"
"Explorations District","","2011-2012","Suspensions","Percent","19.1"
"Explorations District","","2012-2013","Suspensions","Percent","23.2"
"Explorations District","","2013-2014","Suspensions","Percent","28.4"
"Explorations District","","2014-2015","Suspensions","Percent","15.3"
"Explorations District","","2015-2016","Suspensions","Percent","20.7"
"Explorations District","","2016-2017","Suspensions","Percent","17.4"
"Fairfield School District","900126620","2009-2010","Suspensions","Percent","2.7"
"Fairfield School District","900126620","2010-2011","Suspensions","Percent","2.4"
"Fairfield School District","900126620","2011-2012","Suspensions","Percent","2.4"
"Fairfield School District","900126620","2012-2013","Suspensions","Percent","2.3"
"Fairfield School District","900126620","2013-2014","Suspensions","Percent","2.0"
"Fairfield School District","900126620","2014-2015","Suspensions","Percent","1.6"
"Fairfield School District","900126620","2015-2016","Suspensions","Percent","2.0"
"Fairfield School District","900126620","2016-2017","Suspensions","Percent","2.0"
"Farmington School District","900327600","2009-2010","Suspensions","Percent","2.9"
"Farmington School District","900327600","2010-2011","Suspensions","Percent","2.6"
"Farmington School District","900327600","2011-2012","Suspensions","Percent","1.9"
"Farmington School District","900327600","2012-2013","Suspensions","Percent","1.7"
"Farmington School District","900327600","2013-2014","Suspensions","Percent","1.9"
"Farmington School District","900327600","2014-2015","Suspensions","Percent","1.5"
"Farmington School District","900327600","2015-2016","Suspensions","Percent","1.4"
"Farmington School District","900327600","2016-2017","Suspensions","Percent","1.3"
"Franklin School District","","2009-2010","Suspensions","Percent","-9999"
"Franklin School District","","2010-2011","Suspensions","Percent","-6666"
"Franklin School District","","2011-2012","Suspensions","Percent","-9999"
"Franklin School District","","2012-2013","Suspensions","Percent","-9999"
"Franklin School District","","2013-2014","Suspensions","Percent","4.3"
"Franklin School District","","2014-2015","Suspensions","Percent","3.9"
"Franklin School District","","2015-2016","Suspensions","Percent","5.3"
"Franklin School District","","2016-2017","Suspensions","Percent","4.8"
"Glastonbury School District","900331240","2009-2010","Suspensions","Percent","2.2"
"Glastonbury School District","900331240","2010-2011","Suspensions","Percent","2.0"
"Glastonbury School District","900331240","2011-2012","Suspensions","Percent","2.0"
"Glastonbury School District","900331240","2012-2013","Suspensions","Percent","1.7"
"Glastonbury School District","900331240","2013-2014","Suspensions","Percent","2.0"
"Glastonbury School District","900331240","2014-2015","Suspensions","Percent","1.6"
"Glastonbury School District","900331240","2015-2016","Suspensions","Percent","1.1"
"Glastonbury School District","900331240","2016-2017","Suspensions","Percent","2.3"
"Granby School District","900332640","2009-2010","Suspensions","Percent","2.2"
"Granby School District","900332640","2010-2011","Suspensions","Percent","2.8"
"Granby School District","900332640","2011-2012","Suspensions","Percent","2.3"
"Granby School District","900332640","2012-2013","Suspensions","Percent","1.9"
"Granby School District","900332640","2013-2014","Suspensions","Percent","2.3"
"Granby School District","900332640","2014-2015","Suspensions","Percent","2.7"
"Granby School District","900332640","2015-2016","Suspensions","Percent","3.2"
"Granby School District","900332640","2016-2017","Suspensions","Percent","4.1"
"Great Oaks Charter School Bridgeport","","2009-2010","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2010-2011","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2011-2012","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2012-2013","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2013-2014","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2014-2015","Suspensions","Percent","45.1"
"Great Oaks Charter School Bridgeport","","2015-2016","Suspensions","Percent","33.5"
"Great Oaks Charter School Bridgeport","","2016-2017","Suspensions","Percent","38.5"
"Greenwich School District","900133620","2009-2010","Suspensions","Percent","2.6"
"Greenwich School District","900133620","2010-2011","Suspensions","Percent","2.9"
"Greenwich School District","900133620","2011-2012","Suspensions","Percent","2.3"
"Greenwich School District","900133620","2012-2013","Suspensions","Percent","1.9"
"Greenwich School District","900133620","2013-2014","Suspensions","Percent","1.3"
"Greenwich School District","900133620","2014-2015","Suspensions","Percent","1.4"
"Greenwich School District","900133620","2015-2016","Suspensions","Percent","1.1"
"Greenwich School District","900133620","2016-2017","Suspensions","Percent","1.5"
"Griswold School District","901133900","2009-2010","Suspensions","Percent","11.9"
"Griswold School District","901133900","2010-2011","Suspensions","Percent","11.5"
"Griswold School District","901133900","2011-2012","Suspensions","Percent","12.0"
"Griswold School District","901133900","2012-2013","Suspensions","Percent","8.8"
"Griswold School District","901133900","2013-2014","Suspensions","Percent","8.3"
"Griswold School District","901133900","2014-2015","Suspensions","Percent","7.3"
"Griswold School District","901133900","2015-2016","Suspensions","Percent","6.2"
"Griswold School District","901133900","2016-2017","Suspensions","Percent","6.1"
"Groton School District","901134250","2009-2010","Suspensions","Percent","7.7"
"Groton School District","901134250","2010-2011","Suspensions","Percent","8.0"
"Groton School District","901134250","2011-2012","Suspensions","Percent","8.4"
"Groton School District","901134250","2012-2013","Suspensions","Percent","7.8"
"Groton School District","901134250","2013-2014","Suspensions","Percent","6.8"
"Groton School District","901134250","2014-2015","Suspensions","Percent","8.4"
"Groton School District","901134250","2015-2016","Suspensions","Percent","7.5"
"Groton School District","901134250","2016-2017","Suspensions","Percent","7.6"
"Guilford School District","900934950","2009-2010","Suspensions","Percent","2.7"
"Guilford School District","900934950","2010-2011","Suspensions","Percent","2.8"
"Guilford School District","900934950","2011-2012","Suspensions","Percent","2.9"
"Guilford School District","900934950","2012-2013","Suspensions","Percent","2.6"
"Guilford School District","900934950","2013-2014","Suspensions","Percent","2.3"
"Guilford School District","900934950","2014-2015","Suspensions","Percent","2.2"
"Guilford School District","900934950","2015-2016","Suspensions","Percent","2.3"
"Guilford School District","900934950","2016-2017","Suspensions","Percent","1.8"
"Hamden School District","900935650","2009-2010","Suspensions","Percent","12.9"
"Hamden School District","900935650","2010-2011","Suspensions","Percent","12.6"
"Hamden School District","900935650","2011-2012","Suspensions","Percent","11.0"
"Hamden School District","900935650","2012-2013","Suspensions","Percent","10.6"
"Hamden School District","900935650","2013-2014","Suspensions","Percent","9.7"
"Hamden School District","900935650","2014-2015","Suspensions","Percent","8.1"
"Hamden School District","900935650","2015-2016","Suspensions","Percent","8.1"
"Hamden School District","900935650","2016-2017","Suspensions","Percent","8.3"
"Hampton School District","","2009-2010","Suspensions","Percent","4.3"
"Hampton School District","","2010-2011","Suspensions","Percent","-9999"
"Hampton School District","","2011-2012","Suspensions","Percent","-9999"
"Hampton School District","","2012-2013","Suspensions","Percent","-6666"
"Hampton School District","","2013-2014","Suspensions","Percent","-6666"
"Hampton School District","","2014-2015","Suspensions","Percent","-6666"
"Hampton School District","","2015-2016","Suspensions","Percent","-9999"
"Hampton School District","","2016-2017","Suspensions","Percent","-6666"
"Hartford School District","900337070","2009-2010","Suspensions","Percent","21.3"
"Hartford School District","900337070","2010-2011","Suspensions","Percent","17.3"
"Hartford School District","900337070","2011-2012","Suspensions","Percent","17.7"
"Hartford School District","900337070","2012-2013","Suspensions","Percent","17.2"
"Hartford School District","900337070","2013-2014","Suspensions","Percent","17.3"
"Hartford School District","900337070","2014-2015","Suspensions","Percent","16.2"
"Hartford School District","900337070","2015-2016","Suspensions","Percent","14.3"
"Hartford School District","900337070","2016-2017","Suspensions","Percent","13.7"
"Hartland School District","","2009-2010","Suspensions","Percent","-9999"
"Hartland School District","","2010-2011","Suspensions","Percent","-6666"
"Hartland School District","","2011-2012","Suspensions","Percent","-9999"
"Hartland School District","","2012-2013","Suspensions","Percent","-9999"
"Hartland School District","","2013-2014","Suspensions","Percent","-9999"
"Hartland School District","","2014-2015","Suspensions","Percent","-6666"
"Hartland School District","","2015-2016","Suspensions","Percent","-9999"
"Hartland School District","","2016-2017","Suspensions","Percent","4.7"
"Hebron School District","","2009-2010","Suspensions","Percent","-9999"
"Hebron School District","","2010-2011","Suspensions","Percent","-9999"
"Hebron School District","","2011-2012","Suspensions","Percent","-9999"
"Hebron School District","","2012-2013","Suspensions","Percent","-9999"
"Hebron School District","","2013-2014","Suspensions","Percent","-9999"
"Hebron School District","","2014-2015","Suspensions","Percent","-9999"
"Hebron School District","","2015-2016","Suspensions","Percent","1.2"
"Hebron School District","","2016-2017","Suspensions","Percent","1.3"
"Highville Charter School District","","2009-2010","Suspensions","Percent","-6666"
"Highville Charter School District","","2010-2011","Suspensions","Percent","-6666"
"Highville Charter School District","","2011-2012","Suspensions","Percent","3.3"
"Highville Charter School District","","2012-2013","Suspensions","Percent","2.1"
"Highville Charter School District","","2013-2014","Suspensions","Percent","7.1"
"Highville Charter School District","","2014-2015","Suspensions","Percent","6.7"
"Highville Charter School District","","2015-2016","Suspensions","Percent","21.3"
"Highville Charter School District","","2016-2017","Suspensions","Percent","14.9"
"Integrated Day Charter School District","","2009-2010","Suspensions","Percent","-9999"
"Integrated Day Charter School District","","2010-2011","Suspensions","Percent","3.3"
"Integrated Day Charter School District","","2011-2012","Suspensions","Percent","4.9"
"Integrated Day Charter School District","","2012-2013","Suspensions","Percent","2.2"
"Integrated Day Charter School District","","2013-2014","Suspensions","Percent","6.1"
"Integrated Day Charter School District","","2014-2015","Suspensions","Percent","-9999"
"Integrated Day Charter School District","","2015-2016","Suspensions","Percent","3.6"
"Integrated Day Charter School District","","2016-2017","Suspensions","Percent","3.1"
"Interdistrict School for Arts and Communication District","","2009-2010","Suspensions","Percent","16.8"
"Interdistrict School for Arts and Communication District","","2010-2011","Suspensions","Percent","13.4"
"Interdistrict School for Arts and Communication District","","2011-2012","Suspensions","Percent","29.9"
"Interdistrict School for Arts and Communication District","","2012-2013","Suspensions","Percent","17.2"
"Interdistrict School for Arts and Communication District","","2013-2014","Suspensions","Percent","14.7"
"Interdistrict School for Arts and Communication District","","2014-2015","Suspensions","Percent","19.8"
"Interdistrict School for Arts and Communication District","","2015-2016","Suspensions","Percent","12.5"
"Interdistrict School for Arts and Communication District","","2016-2017","Suspensions","Percent","15.6"
"Jumoke Academy District","","2009-2010","Suspensions","Percent","-6666"
"Jumoke Academy District","","2010-2011","Suspensions","Percent","6.8"
"Jumoke Academy District","","2011-2012","Suspensions","Percent","3.9"
"Jumoke Academy District","","2012-2013","Suspensions","Percent","7.2"
"Jumoke Academy District","","2013-2014","Suspensions","Percent","9.2"
"Jumoke Academy District","","2014-2015","Suspensions","Percent","12.0"
"Jumoke Academy District","","2015-2016","Suspensions","Percent","10.7"
"Jumoke Academy District","","2016-2017","Suspensions","Percent","11.5"
"Kent School District","","2009-2010","Suspensions","Percent","-6666"
"Kent School District","","2010-2011","Suspensions","Percent","-6666"
"Kent School District","","2011-2012","Suspensions","Percent","-6666"
"Kent School District","","2012-2013","Suspensions","Percent","-6666"
"Kent School District","","2013-2014","Suspensions","Percent","-6666"
"Kent School District","","2014-2015","Suspensions","Percent","-6666"
"Kent School District","","2015-2016","Suspensions","Percent","-9999"
"Kent School District","","2016-2017","Suspensions","Percent","-9999"
"Killingly School District","901540500","2009-2010","Suspensions","Percent","11.0"
"Killingly School District","901540500","2010-2011","Suspensions","Percent","10.9"
"Killingly School District","901540500","2011-2012","Suspensions","Percent","7.2"
"Killingly School District","901540500","2012-2013","Suspensions","Percent","10.6"
"Killingly School District","901540500","2013-2014","Suspensions","Percent","9.4"
"Killingly School District","901540500","2014-2015","Suspensions","Percent","8.6"
"Killingly School District","901540500","2015-2016","Suspensions","Percent","6.7"
"Killingly School District","901540500","2016-2017","Suspensions","Percent","7.7"
"LEARN","","2009-2010","Suspensions","Percent","1.9"
"LEARN","","2010-2011","Suspensions","Percent","2.8"
"LEARN","","2011-2012","Suspensions","Percent","5.7"
"LEARN","","2012-2013","Suspensions","Percent","6.7"
"LEARN","","2013-2014","Suspensions","Percent","5.1"
"LEARN","","2014-2015","Suspensions","Percent","4.4"
"LEARN","","2015-2016","Suspensions","Percent","6.0"
"LEARN","","2016-2017","Suspensions","Percent","8.2"
"Lebanon School District","901142390","2009-2010","Suspensions","Percent","4.9"
"Lebanon School District","901142390","2010-2011","Suspensions","Percent","6.2"
"Lebanon School District","901142390","2011-2012","Suspensions","Percent","5.2"
"Lebanon School District","901142390","2012-2013","Suspensions","Percent","3.8"
"Lebanon School District","901142390","2013-2014","Suspensions","Percent","1.2"
"Lebanon School District","901142390","2014-2015","Suspensions","Percent","3.2"
"Lebanon School District","901142390","2015-2016","Suspensions","Percent","2.3"
"Lebanon School District","901142390","2016-2017","Suspensions","Percent","2.9"
"Ledyard School District","901142600","2009-2010","Suspensions","Percent","4.2"
"Ledyard School District","901142600","2010-2011","Suspensions","Percent","3.5"
"Ledyard School District","901142600","2011-2012","Suspensions","Percent","4.9"
"Ledyard School District","901142600","2012-2013","Suspensions","Percent","4.2"
"Ledyard School District","901142600","2013-2014","Suspensions","Percent","4.5"
"Ledyard School District","901142600","2014-2015","Suspensions","Percent","5.6"
"Ledyard School District","901142600","2015-2016","Suspensions","Percent","4.7"
"Ledyard School District","901142600","2016-2017","Suspensions","Percent","6.1"
"Lisbon School District","","2009-2010","Suspensions","Percent","2.7"
"Lisbon School District","","2010-2011","Suspensions","Percent","4.0"
"Lisbon School District","","2011-2012","Suspensions","Percent","3.9"
"Lisbon School District","","2012-2013","Suspensions","Percent","3.2"
"Lisbon School District","","2013-2014","Suspensions","Percent","-9999"
"Lisbon School District","","2014-2015","Suspensions","Percent","1.5"
"Lisbon School District","","2015-2016","Suspensions","Percent","2.5"
"Lisbon School District","","2016-2017","Suspensions","Percent","1.7"
"Litchfield School District","900543370","2009-2010","Suspensions","Percent","4.8"
"Litchfield School District","900543370","2010-2011","Suspensions","Percent","5.0"
"Litchfield School District","900543370","2011-2012","Suspensions","Percent","5.9"
"Litchfield School District","900543370","2012-2013","Suspensions","Percent","4.9"
"Litchfield School District","900543370","2013-2014","Suspensions","Percent","4.4"
"Litchfield School District","900543370","2014-2015","Suspensions","Percent","4.8"
"Litchfield School District","900543370","2015-2016","Suspensions","Percent","4.9"
"Litchfield School District","900543370","2016-2017","Suspensions","Percent","4.0"
"Madison School District","900944560","2009-2010","Suspensions","Percent","3.1"
"Madison School District","900944560","2010-2011","Suspensions","Percent","2.6"
"Madison School District","900944560","2011-2012","Suspensions","Percent","2.2"
"Madison School District","900944560","2012-2013","Suspensions","Percent","2.5"
"Madison School District","900944560","2013-2014","Suspensions","Percent","1.3"
"Madison School District","900944560","2014-2015","Suspensions","Percent","1.7"
"Madison School District","900944560","2015-2016","Suspensions","Percent","1.8"
"Madison School District","900944560","2016-2017","Suspensions","Percent","1.4"
"Manchester School District","900344700","2009-2010","Suspensions","Percent","11.0"
"Manchester School District","900344700","2010-2011","Suspensions","Percent","9.6"
"Manchester School District","900344700","2011-2012","Suspensions","Percent","10.4"
"Manchester School District","900344700","2012-2013","Suspensions","Percent","10.0"
"Manchester School District","900344700","2013-2014","Suspensions","Percent","9.9"
"Manchester School District","900344700","2014-2015","Suspensions","Percent","8.5"
"Manchester School District","900344700","2015-2016","Suspensions","Percent","8.9"
"Manchester School District","900344700","2016-2017","Suspensions","Percent","9.2"
"Mansfield School District","","2009-2010","Suspensions","Percent","1.8"
"Mansfield School District","","2010-2011","Suspensions","Percent","1.7"
"Mansfield School District","","2011-2012","Suspensions","Percent","1.4"
"Mansfield School District","","2012-2013","Suspensions","Percent","1.5"
"Mansfield School District","","2013-2014","Suspensions","Percent","1.7"
"Mansfield School District","","2014-2015","Suspensions","Percent","2.1"
"Mansfield School District","","2015-2016","Suspensions","Percent","2.6"
"Mansfield School District","","2016-2017","Suspensions","Percent","2.7"
"Marlborough School District","","2009-2010","Suspensions","Percent","-9999"
"Marlborough School District","","2010-2011","Suspensions","Percent","-9999"
"Marlborough School District","","2011-2012","Suspensions","Percent","-9999"
"Marlborough School District","","2012-2013","Suspensions","Percent","1.4"
"Marlborough School District","","2013-2014","Suspensions","Percent","1.0"
"Marlborough School District","","2014-2015","Suspensions","Percent","-9999"
"Marlborough School District","","2015-2016","Suspensions","Percent","-9999"
"Marlborough School District","","2016-2017","Suspensions","Percent","-9999"
"Meriden School District","900946520","2009-2010","Suspensions","Percent","19.2"
"Meriden School District","900946520","2010-2011","Suspensions","Percent","18.2"
"Meriden School District","900946520","2011-2012","Suspensions","Percent","16.4"
"Meriden School District","900946520","2012-2013","Suspensions","Percent","13.4"
"Meriden School District","900946520","2013-2014","Suspensions","Percent","10.7"
"Meriden School District","900946520","2014-2015","Suspensions","Percent","9.9"
"Meriden School District","900946520","2015-2016","Suspensions","Percent","7.7"
"Meriden School District","900946520","2016-2017","Suspensions","Percent","7.5"
"Middletown School District","900747360","2009-2010","Suspensions","Percent","10.6"
"Middletown School District","900747360","2010-2011","Suspensions","Percent","9.1"
"Middletown School District","900747360","2011-2012","Suspensions","Percent","7.7"
"Middletown School District","900747360","2012-2013","Suspensions","Percent","8.3"
"Middletown School District","900747360","2013-2014","Suspensions","Percent","6.9"
"Middletown School District","900747360","2014-2015","Suspensions","Percent","7.9"
"Middletown School District","900747360","2015-2016","Suspensions","Percent","8.1"
"Middletown School District","900747360","2016-2017","Suspensions","Percent","7.1"
"Milford School District","900947535","2009-2010","Suspensions","Percent","5.0"
"Milford School District","900947535","2010-2011","Suspensions","Percent","3.2"
"Milford School District","900947535","2011-2012","Suspensions","Percent","5.8"
"Milford School District","900947535","2012-2013","Suspensions","Percent","5.6"
"Milford School District","900947535","2013-2014","Suspensions","Percent","5.1"
"Milford School District","900947535","2014-2015","Suspensions","Percent","5.3"
"Milford School District","900947535","2015-2016","Suspensions","Percent","6.6"
"Milford School District","900947535","2016-2017","Suspensions","Percent","5.7"
"Monroe School District","900148620","2009-2010","Suspensions","Percent","2.3"
"Monroe School District","900148620","2010-2011","Suspensions","Percent","2.3"
"Monroe School District","900148620","2011-2012","Suspensions","Percent","1.7"
"Monroe School District","900148620","2012-2013","Suspensions","Percent","1.6"
"Monroe School District","900148620","2013-2014","Suspensions","Percent","1.4"
"Monroe School District","900148620","2014-2015","Suspensions","Percent","1.4"
"Monroe School District","900148620","2015-2016","Suspensions","Percent","2.0"
"Monroe School District","900148620","2016-2017","Suspensions","Percent","2.2"
"Montville School District","901148900","2009-2010","Suspensions","Percent","8.8"
"Montville School District","901148900","2010-2011","Suspensions","Percent","8.2"
"Montville School District","901148900","2011-2012","Suspensions","Percent","10.7"
"Montville School District","901148900","2012-2013","Suspensions","Percent","5.7"
"Montville School District","901148900","2013-2014","Suspensions","Percent","4.7"
"Montville School District","901148900","2014-2015","Suspensions","Percent","4.3"
"Montville School District","901148900","2015-2016","Suspensions","Percent","4.7"
"Montville School District","901148900","2016-2017","Suspensions","Percent","4.3"
"Naugatuck School District","900949950","2009-2010","Suspensions","Percent","10.3"
"Naugatuck School District","900949950","2010-2011","Suspensions","Percent","11.6"
"Naugatuck School District","900949950","2011-2012","Suspensions","Percent","10.6"
"Naugatuck School District","900949950","2012-2013","Suspensions","Percent","8.3"
"Naugatuck School District","900949950","2013-2014","Suspensions","Percent","8.6"
"Naugatuck School District","900949950","2014-2015","Suspensions","Percent","8.0"
"Naugatuck School District","900949950","2015-2016","Suspensions","Percent","7.8"
"Naugatuck School District","900949950","2016-2017","Suspensions","Percent","8.7"
"New Beginnings Inc. Family Academy District","","2009-2010","Suspensions","Percent","18.1"
"New Beginnings Inc. Family Academy District","","2010-2011","Suspensions","Percent","19.0"
"New Beginnings Inc. Family Academy District","","2011-2012","Suspensions","Percent","14.7"
"New Beginnings Inc. Family Academy District","","2012-2013","Suspensions","Percent","22.7"
"New Beginnings Inc. Family Academy District","","2013-2014","Suspensions","Percent","22.1"
"New Beginnings Inc. Family Academy District","","2014-2015","Suspensions","Percent","12.3"
"New Beginnings Inc. Family Academy District","","2015-2016","Suspensions","Percent","15.2"
"New Beginnings Inc. Family Academy District","","2016-2017","Suspensions","Percent","-9999"
"New Britain School District","900350440","2009-2010","Suspensions","Percent","17.5"
"New Britain School District","900350440","2010-2011","Suspensions","Percent","10.9"
"New Britain School District","900350440","2011-2012","Suspensions","Percent","18.1"
"New Britain School District","900350440","2012-2013","Suspensions","Percent","18.8"
"New Britain School District","900350440","2013-2014","Suspensions","Percent","19.7"
"New Britain School District","900350440","2014-2015","Suspensions","Percent","14.8"
"New Britain School District","900350440","2015-2016","Suspensions","Percent","13.6"
"New Britain School District","900350440","2016-2017","Suspensions","Percent","11.5"
"New Canaan School District","900150580","2009-2010","Suspensions","Percent","0.9"
"New Canaan School District","900150580","2010-2011","Suspensions","Percent","1.2"
"New Canaan School District","900150580","2011-2012","Suspensions","Percent","1.0"
"New Canaan School District","900150580","2012-2013","Suspensions","Percent","-6666"
"New Canaan School District","900150580","2013-2014","Suspensions","Percent","0.6"
"New Canaan School District","900150580","2014-2015","Suspensions","Percent","0.5"
"New Canaan School District","900150580","2015-2016","Suspensions","Percent","0.6"
"New Canaan School District","900150580","2016-2017","Suspensions","Percent","1.0"
"New Fairfield School District","900150860","2009-2010","Suspensions","Percent","4.2"
"New Fairfield School District","900150860","2010-2011","Suspensions","Percent","4.6"
"New Fairfield School District","900150860","2011-2012","Suspensions","Percent","4.2"
"New Fairfield School District","900150860","2012-2013","Suspensions","Percent","4.0"
"New Fairfield School District","900150860","2013-2014","Suspensions","Percent","3.2"
"New Fairfield School District","900150860","2014-2015","Suspensions","Percent","3.3"
"New Fairfield School District","900150860","2015-2016","Suspensions","Percent","2.6"
"New Fairfield School District","900150860","2016-2017","Suspensions","Percent","3.0"
"New Hartford School District","","2009-2010","Suspensions","Percent","-9999"
"New Hartford School District","","2010-2011","Suspensions","Percent","-9999"
"New Hartford School District","","2011-2012","Suspensions","Percent","-9999"
"New Hartford School District","","2012-2013","Suspensions","Percent","-9999"
"New Hartford School District","","2013-2014","Suspensions","Percent","1.3"
"New Hartford School District","","2014-2015","Suspensions","Percent","1.4"
"New Hartford School District","","2015-2016","Suspensions","Percent","-9999"
"New Hartford School District","","2016-2017","Suspensions","Percent","-9999"
"New Haven School District","900952070","2009-2010","Suspensions","Percent","13.8"
"New Haven School District","900952070","2010-2011","Suspensions","Percent","9.9"
"New Haven School District","900952070","2011-2012","Suspensions","Percent","10.7"
"New Haven School District","900952070","2012-2013","Suspensions","Percent","7.8"
"New Haven School District","900952070","2013-2014","Suspensions","Percent","7.5"
"New Haven School District","900952070","2014-2015","Suspensions","Percent","8.8"
"New Haven School District","900952070","2015-2016","Suspensions","Percent","8.2"
"New Haven School District","900952070","2016-2017","Suspensions","Percent","6.9"
"Newington School District","900352140","2009-2010","Suspensions","Percent","6.1"
"Newington School District","900352140","2010-2011","Suspensions","Percent","6.0"
"Newington School District","900352140","2011-2012","Suspensions","Percent","6.5"
"Newington School District","900352140","2012-2013","Suspensions","Percent","5.9"
"Newington School District","900352140","2013-2014","Suspensions","Percent","6.4"
"Newington School District","900352140","2014-2015","Suspensions","Percent","5.0"
"Newington School District","900352140","2015-2016","Suspensions","Percent","4.7"
